pleiades_id,place_label,place_type,min_date,max_date,geonames_id,geonames_label,geonames_feature_code,wikidata_qid,wikidata_label,wikidata_latitude,wikidata_longitude,tgn_id,tgn_label,tgn_latitude,tgn_longitude,has_wikidata_match,has_tgn_match,has_temporal_signal,is_fully_triangulated,is_full_chain_wikidata_tgn
246571,Portus Veneris,"station, port",-550,2100,6614580,,ADM4,,,,,,,,,false,false,true,false,false
246582,Pyrenaei (mountains),mountain,-330,2100,3112616,,MTS,Q12431,Pyrenees,42.7,0.6,,,,,true,false,true,true,false
246588,R(h)oda,"settlement, port",-550,640,3111348,,PPLA3,Q23993123,Roses,42.26199,3.17689,,,,,true,false,true,true,false
246588,R(h)oda,"settlement, port",-550,640,6534115,,ADM3,Q11822,Roses,42.263333,3.175,,,,,true,false,true,true,false
246600,St-Béat,"sanctuary, quarry",-30,2100,2981428,,PPL,Q671104,Saint-Béat,42.914444444444,0.6925,,,,,true,false,true,true,false
246607,Salduie/‘Salduba’,settlement,-330,300,3104324,,PPLA,Q31926034,Zaragoza City,41.65645655,-0.87928652,,,,,true,false,true,true,false
246607,Salduie/‘Salduba’,settlement,-330,300,6362983,,ADM3,Q10305,Zaragoza,41.65,-0.88333333333333,,,,,true,false,true,true,false
246639,Segontia,"settlement, settlement-modern",-330,2099,3108961,,PPLA3,Q24011087,Sigüenza,41.066269444444,-2.6432138888889,,,,,true,false,true,true,false
246660,Sostomagus,station,-330,2100,3028351,,PPL,Q193861,Castelnaudary,43.318055555556,1.9538888888889,,,,,true,false,true,true,false
246660,Sostomagus,station,-330,2100,6447025,,ADM4,,,,,,,,,false,false,true,false,false
246679,Tarba,settlement,-30,2100,2973385,,PPLA2,Q184023,Tarbes,43.232777777778,0.074444444444444,,,,,true,false,true,true,false
246679,Tarba,settlement,-30,2100,6440938,,ADM4,,,,,,,,,false,false,true,false,false
246694,Tolosa,settlement,-330,2100,2972314,,ADM3,Q702642,arrondissement of Toulouse,43.58333,1.5,,,,,true,false,true,true,false
246694,Tolosa,settlement,-330,2100,2972315,,PPLA,Q7880,Toulouse,43.604444444444,1.4433333333333,,,,,true,false,true,true,false
246694,Tolosa,settlement,-330,2100,6453974,,ADM4,,,,,,,,,false,false,true,false,false
246713,Turissa,settlement,300,640,6475879,,HTL,,,,,,,,,false,false,true,false,false
246718,Urgellum,settlement,300,640,3109143,,PPL,Q23992628,La Seu d'Urgell,42.35877,1.46144,,,,,true,false,true,true,false
246721,Uxama (Argaela),settlement,-550,2100,3114836,,PPL,Q5770784,Osma,41.581388888889,-3.0819444444444,,,,,true,false,true,true,false
246721,Uxama (Argaela),settlement,-550,2100,6361100,,ADM3,Q485129,El Burgo de Osma-Ciudad de Osma,41.586666666667,-3.0672222222222,,,,,true,false,true,true,false
246740,Victoriacum,settlement,300,640,3104499,,PPLA,Q24008392,Vitoria-Gasteiz City,42.84998,-2.67268,,,,,true,false,true,true,false
246742,Vicus Aquensis,settlement,-30,640,3035418,,PPLA3,,,,,,,,,false,false,true,false,false
248570175,Hovhannavank,abbey,300,2100,11231231,Hovhannavank’,MSTY,,,,,,,,,false,false,true,false,false
249509021,Huzirina,"settlement, archaeological-site",-720,2100,300175,,PPL,Q10822126,Sultantepe,37.051966,38.9078046,,,,,true,false,true,true,false
249908,Barat de Vin Gallo-Roman villa,villa,300,2100,2974206,,PPL,,,,,,,,,false,false,true,false,false
249908,Barat de Vin Gallo-Roman villa,villa,300,2100,6433996,,ADM4,Q1135731,Sorde-l'Abbaye,43.528888888889,-1.0538888888889,,,,,true,false,true,true,false
249913,Untitled,villa,-30,2100,3011280,,PPL,,,,,,,,,false,false,true,false,false
249913,Untitled,villa,-30,2100,6433845,,ADM4,Q216804,Labastide-d'Armagnac,43.969444444444,-0.18611111111111,,,,,true,false,true,true,false
249924,Lalonquette,villa,-30,2100,3008425,,PPL,Q35710954,Lalonquette,43.483333333333,-0.31666666666667,,,,,true,false,true,true,false
249924,Lalonquette,villa,-30,2100,3008425,,PPL,Q544345,Lalonquette,43.488333333333,-0.3225,,,,,true,false,true,true,false
249924,Lalonquette,villa,-30,2100,6440449,,ADM4,Q49463373,Q49463373,43.48833,-0.3225,,,,,true,false,true,true,false
249927,Untitled,villa,-30,2100,3012049,,PPL,Q199726,Jurançon,43.287222222222,-0.38805555555556,,,,,true,false,true,true,false
249927,Untitled,villa,-30,2100,3012049,,PPL,Q49355654,Q49355654,43.2883,-0.38694,,,,,true,false,true,true,false
249927,Untitled,villa,-30,2100,6440430,,ADM4,Q49463039,Q49463039,43.2873,-0.3871,,,,,true,false,true,true,false
249938,Untitled,villa,-30,2100,3011264,,PPL,Q35709941,Labastide-du-Temple,44.084444444444,1.1955555555556,,,,,true,false,true,true,false
249938,Untitled,villa,-30,2100,6451441,,ADM4,Q667735,Labastide-du-Temple,44.084722222222,1.195,,,,,true,false,true,true,false
249939,Unnamed Villa in Castelferrus,"villa, settlement-modern",-30,2100,6617807,,ADM4,Q775866,Castelferrus,44.009444444444,1.0875,,,,,true,false,true,true,false
249939,Unnamed Villa in Castelferrus,"villa, settlement-modern",-30,2100,6620191,,PPL,,,,,,,,,false,false,true,false,false
249940,Cordes-Tolosannes,villa,-30,2100,3023689,,PPL,,,,,,,,,false,false,true,false,false
249940,Cordes-Tolosannes,villa,-30,2100,6451415,,ADM4,Q945535,Cordes-Tolosannes,43.985833333333,1.1486111111111,,,,,true,false,true,true,false
249953,Untitled,"cemetery, villa",-30,2100,2984903,,PPL,,,,,,,,,false,false,true,false,false
249953,Untitled,"cemetery, villa",-30,2100,6453985,,ADM4,Q1005769,Puységur,43.776666666667,0.605,,,,,true,false,true,true,false
249971,Untitled,villa,-30,2100,2998661,,PPL,,,,,,,,,false,false,true,false,false
249971,Untitled,villa,-30,2100,6426228,,ADM4,Q1082746,Lézat-sur-Lèze,43.276111111111,1.3469444444444,,,,,true,false,true,true,false
249972,Untitled,villa,-30,2100,2995543,,PPL,,,,,,,,,false,false,true,false,false
249972,Untitled,villa,-30,2100,6431665,,ADM4,Q1428322,Marquefave,43.316944444444,1.2463888888889,,,,,true,false,true,true,false
249991,Untitled,villa,-30,2100,2985075,,PPL,,,,,,,,,false,false,true,false,false
249991,Untitled,villa,-30,2100,6440880,,ADM4,Q1325859,Pujo,43.347777777778,0.065833333333333,,,,,true,false,true,true,false
249993,Untitled,villa,300,2100,3012613,,PPL,,,,,,,,,false,false,true,false,false
249993,Untitled,villa,300,2100,6440768,,ADM4,Q284753,Izaux,43.062222222222,0.37638888888889,,,,,true,false,true,true,false
249994,Untitled,villa,-30,2100,2978692,,PPL,,,,,,,,,false,false,true,false,false
249994,Untitled,villa,-30,2100,6431816,,ADM4,Q1144169,Saint-Loup-en-Comminges,43.245,0.58305555555556,,,,,true,false,true,true,false
255962,Aipora/Ebora,settlement,-750,640,8378700,,PPLL,,,,,,,,,false,false,true,false,false
255975,Ammaia,"settlement, archaeological-site",-30,300,11887694,Ammaia,MUS,,,,,,,,,false,false,true,false,false
255979,A(qua)bona,station,-30,640,2269151,Coina,PPL,,,,,,,,,false,false,true,false,false
255981,Arcos de la Frontera,settlement,-30,1453,2521665,Arcos de la Frontera,PPLA3,Q24011952,Arcos de la Frontera,36.75075,-5.81056,,,,,true,false,true,true,false
255992,Arunda,settlement,-30,300,6359488,,ADM3,Q13153,Ronda,36.737222222222,-5.1647222222222,,,,,true,false,true,true,false
255993,Arva,settlement,-30,300,8425840,,PPLH,,,,,,,,,false,false,true,false,false
255996,Astigi/Col. Augusta Firma,"settlement, amphitheatre",-330,2100,2518770,Écija,PPLA3,Q23987299,Écija,37.5422,-5.0826,,,,,true,false,true,true,false
255996,Astigi/Col. Augusta Firma,"settlement, amphitheatre",-330,2100,6360994,,ADM3,Q273413,Écija,37.541111111111,-5.0791666666667,,,,,true,false,true,true,false
256013,Balsa,"settlement, amphitheatre",-30,640,8224838,,ANS,Q2881532,Balsa,37.085549,-7.693862,,,,,true,false,true,true,false
256040,Caetobriga,settlement,-750,640,2262963,Setúbal,PPLA,Q3344648,Setúbal,38.524305555556,-8.8926111111111,,,,,true,false,true,true,false
256045,Calpe (mountain),"mountain, cape",-550,2100,2411583,The Rock,MT,Q690347,Rock of Gibraltar,36.125833333333,-5.3430555555556,,,,,true,false,true,true,false
256056,Carbula,settlement,-330,2100,2521867,Almodóvar del Río,PPLA3,Q24011736,Almodóvar del Río,37.8107,-5.02037,,,,,true,false,true,true,false
256056,Carbula,settlement,-330,2100,6357200,,ADM3,Q854424,Almodóvar del Río,37.8110474,-5.0193713,,,,,true,false,true,true,false
256058,Carmo,settlement,-750,2100,2520118,Carmona,PPLA3,Q23986680,Carmona,37.47125,-5.64608,,,,,true,false,true,true,false
256058,Carmo,settlement,-750,2100,6360979,,ADM3,Q63092,Carmona,37.471111111111,-5.6422222222222,,,,,true,false,true,true,false
256063,Carteia/Calpe/Karpessos,settlement,-750,640,2411585,Gibraltar,PPLC,Q1410,Gibraltar,36.14,-5.35,,,,,true,false,true,true,false
256063,Carteia/Calpe/Karpessos,settlement,-750,640,2411586,Gibraltar,PCLD,Q1410,Gibraltar,36.14,-5.35,,,,,true,false,true,true,false
256063,Carteia/Calpe/Karpessos,settlement,-750,640,2520051,Cartera,RUIN,Q97616842,Carteia,36.185556,-5.412222,,,,,true,false,true,true,false
256128,Corduba/Col. Patricia,settlement,-330,2100,2519240,Córdoba,PPLA2,Q101948176,Córdoba,37.89155,-4.77275,,,,,true,false,true,true,false
256128,Corduba/Col. Patricia,settlement,-330,2100,6357216,,ADM3,Q5818,Córdoba,37.89,-4.78,,,,,true,false,true,true,false
256151,Ebora,settlement,-30,2100,2268404,Évora,ADM1,Q274118,Évora,38.569722222222,-7.9097222222222,,,,,true,false,true,true,false
256151,Ebora,settlement,-30,2100,2268406,Evora,PPLA,Q3349362,Évora,38.566666666667,-7.9,,,,,true,false,true,true,false
256151,Ebora,settlement,-30,2100,8010502,,ADM2,Q179948,Évora,38.5725,-7.9072222222222,,,,,true,false,true,true,false
256153,Eburobrittium,settlement,-30,300,8224837,,RUIN,,,,,,,,,false,false,true,false,false
256155,Emerita Augusta,settlement,-30,2100,2513917,Mérida,PPLA,Q31918813,Mérida,38.97437,-6.42306,,,,,true,false,true,true,false
256177,Gadeira/Gades/Col. Augusta Gaditana,settlement,-750,2100,2520600,Cadiz,PPLA2,Q31915930,Cádiz City,36.52672,-6.2891,,,,,true,false,true,true,false
256177,Gadeira/Gades/Col. Augusta Gaditana,settlement,-750,2100,6356927,,ADM3,Q15682,Cádiz,36.535,-6.2975,,,,,true,false,true,true,false
256210,Hispalis/Col. Romula,settlement,-750,2100,11886626,Sevilla,PRT,,,,,,,,,false,false,true,false,false
256210,Hispalis/Col. Romula,settlement,-750,2100,2510911,Seville,PPLA,Q55893348,Seville city,37.38620512,-5.99251368,,,,,true,false,true,true,false
256210,Hispalis/Col. Romula,settlement,-750,2100,6361046,,ADM3,Q8717,Seville,37.388611111111,-5.9955555555556,,,,,true,false,true,true,false
256222,Ilipa Magna,settlement,-550,2100,2522474,Alcalá del Río,PPLA3,Q23990884,Alcalá del Río,37.5171086,-5.97857253,,,,,true,false,true,true,false
256222,Ilipa Magna,settlement,-550,2100,6360960,,ADM3,Q1386351,Alcalá del Río,37.518333333333,-5.9783333333333,,,,,true,false,true,true,false
256225,Iluro,settlement,-330,300,2521840,Alora,PPL,Q24012635,Álora,36.82358,-4.70575,,,,,true,false,true,true,false
256226,Ipagrum/Epagrum,settlement,-330,2100,2522335,Aguilar,PPLA3,Q23990982,Aguilar,37.52004219,-4.66061547,,,,,true,false,true,true,false
256226,Ipagrum/Epagrum,settlement,-330,2100,6357197,,ADM3,Q854444,Aguilar de la Frontera,37.516666666667,-4.65,,,,,true,false,true,true,false
256231,Italica,settlement,-330,640,2516420,Ruinas de Itálica,RUIN,Q658893,Italica,37.44119,-6.0445003,,,,,true,false,true,true,false
256246,Lac(c)obriga,settlement,-330,640,2267226,Lagos,PPL,Q35710384,Lagos,37.10202,-8.67422,,,,,true,false,true,true,false
256275,Lucurgentum,"settlement, settlement-modern",-30,2100,2513509,Morón de la Frontera,PPLA3,Q24014349,Morón de la Frontera,37.12084,-5.45403,,,,,true,false,true,true,false
256275,Lucurgentum,"settlement, settlement-modern",-30,2100,6361020,,ADM3,Q609094,Morón de la Frontera,37.122222222222,-5.4516666666667,,,,,true,false,true,true,false
256315,Munda (river),river,1700,2100,2513601,Montilla,PPLA3,Q24011707,Montilla,37.58627,-4.63805,,,,,true,false,true,true,false
256322,Nabrissa,settlement,-750,2099,6361008,,ADM3,Q261085,Lebrija,36.919444444444,-6.0780555555556,,,,,true,false,true,true,false
256323,Naeva,settlement,-330,1453,2520215,Cantillana,PPLA3,Q24014386,Cantillana,37.61032,-5.82472,,,,,true,false,true,true,false
256323,Naeva,settlement,-330,1453,6360978,,ADM3,Q683023,Seville,37.6088766,-5.8244449,,,,,true,false,true,true,false
256333,Ocur(r)i,settlement,-30,300,11993612,Ocuri,ANS,,,,,,,,,false,false,true,false,false
256338,Olisipo,settlement,-750,2100,2267057,Lisbon,PPLC,Q597,Lisbon,38.708042,-9.139016,,,,,true,false,true,true,false
256338,Olisipo,settlement,-750,2100,6458923,,ADM2,Q33690701,Lisbon,38.72635,-9.14843,,,,,true,false,true,true,false
256345,Ossonoba,settlement,-750,2100,2268339,Faro,PPLA,Q3344655,Faro (city),37.03333333,-7.91666667,,,,,true,false,true,true,false
256345,Ossonoba,settlement,-750,2100,6469677,,HTL,,,,,,,,,false,false,true,false,false
256345,Ossonoba,settlement,-750,2100,8010516,,ADM2,Q159457,Faro,37.016111111111,-7.935,1049772,Faro,37.016111111111,-7.935,true,true,true,true,true
256360,Los Pedroches,mine-2,-330,2100,2512805,Pedroche,PPLA3,Q24011700,Pedroche,38.42848,-4.76325,,,,,true,false,true,true,false
256360,Los Pedroches,mine-2,-330,2100,6357246,,ADM3,Q1447333,Pedroche,38.433333333333,-4.7666666666667,,,,,true,false,true,true,false
256408,Sabora,settlement,-30,300,2520266,Cañete la Real,PPLA3,Q23988256,Cañete la Real,36.95154,-5.0244,,,,,true,false,true,true,false
256418,Salsum (river),river,-330,2100,2517013,Río Guadajoz,STM,Q17755,Guadajoz,37.831305555556,-4.8496,,,,,true,false,true,true,false
256438,Scallabis/Praesidium Iulium,"city-wall, settlement",-750,1599,11818169,Scalabis,ANS,,,,,,,,,false,false,true,false,false
256438,Scallabis/Praesidium Iulium,"city-wall, settlement",-750,1599,2263480,Santarém,PPLA,Q863744,Santarém,39.233333333333,-8.6833333333333,,,,,true,false,true,true,false
256442,Sellium,settlement,-30,640,2262644,Tomar,PPLA2,Q134838301,Tomar,39.604742156109,-8.4092303965548,,,,,true,false,true,true,false
256446,Serpa,settlement,-30,2100,2263049,Serpa,PPLA2,Q49289417,Serpa,37.945833333333,-7.5975,,,,,true,false,true,true,false
256503,Urso/Col. Genetiva Iulia,settlement,-330,2100,2513052,Osuna,PPLA3,Q24014346,Osuna,37.2376,-5.10311,,,,,true,false,true,true,false
256503,Urso/Col. Genetiva Iulia,settlement,-330,2100,6361023,,ADM3,Q586018,Osuna,37.237222222222,-5.1030555555556,,,,,true,false,true,true,false
256520,Villar de Brenes,villa,-30,2100,2520798,Brenes,PPLA3,Q24014391,Brenes,37.54944,-5.87139,,,,,true,false,true,true,false
256520,Villar de Brenes,villa,-30,2100,6360973,,ADM3,Q579216,Brenes,37.550555555556,-5.8730555555556,,,,,true,false,true,true,false
256523,Zafra,settlement,-30,2100,2509377,Zafra,PPLA3,Q24009432,Zafra,38.42617898,-6.4193056,,,,,true,false,true,true,false
256523,Zafra,settlement,-30,2100,6356023,,ADM3,Q140203,Zafra,38.4258642,-6.4162027,,,,,true,false,true,true,false
258892134,Poggio Capalbiaccio,hill,1700,2100,3180744,,HLL,Q31220689,Poggio Capalbiaccio,42.4437,11.3569,,,,,true,false,true,true,false
26356565,Magidû,"settlement, archaeological-site",-720,2100,293357,,ANS,Q208379,Tel Megiddo,32.585277777778,35.184444444444,,,,,true,false,true,true,false
265762,Abdera,settlement,-750,640,2522430,Adra,PPLA3,Q576408,Abdera,36.7496,-3.018,,,,,true,false,true,true,false
265762,Abdera,settlement,-750,640,6355520,,ADM3,Q49562,Adra,36.75,-3.0166666666667,,,,,true,false,true,true,false
265763,Ab(ou)la/Al(a)ba,settlement,-30,640,2522483,Abla,PPLA3,Q24009362,Abla,37.14256722,-2.77750876,,,,,true,false,true,true,false
265763,Ab(ou)la/Al(a)ba,settlement,-30,640,6355518,,ADM3,Q322064,Abla,37.142222222222,-2.7772222222222,,,,,true,false,true,true,false
265765,Acci/Col. Iulia Gemella,settlement,-330,640,2516925,Guadix,PPLA3,Q24011366,Guadix,37.30161072,-3.13638082,,,,,true,false,true,true,false
265810,Aurgi/Orongis,settlement,-330,640,2516395,Jaén,PPLA2,Q24013256,Jaén,37.76922,-3.79028,,,,,true,false,true,true,false
265834,Caesarobriga,settlement,-330,2100,2510693,Talavera de la Reina,PPLA3,Q23979439,Talavera de la Reina,39.96348,-4.83076,,,,,true,false,true,true,false
265834,Caesarobriga,settlement,-330,2100,6361825,,ADM3,Q181359,Talavera de la Reina,39.966666666667,-4.8333333333333,,,,,true,false,true,true,false
265849,Carthago Nova/Col. Urbs Iulia,settlement,-330,640,2520058,Cartagena,PPLA3,Q31914790,Cartagena city,37.6,-0.983333,,,,,true,false,true,true,false
265854,Castro del Río,"settlement, settlement-modern",-30,2100,2519697,Castro del Río,PPLA3,Q24011724,Castro del Río,37.69040121,-4.48168693,,,,,true,false,true,true,false
265854,Castro del Río,"settlement, settlement-modern",-30,2100,6357214,,ADM3,Q1447412,Castro del Río,37.6911602,-4.4826954,,,,,true,false,true,true,false
265855,Castulo,"settlement, archaeological-site",-550,640,8504719,,PPLQ,Q1049992,Castulo,38.036184,-3.623856,,,,,true,false,true,true,false
265867,Cisimbrium,settlement,-330,2100,2509363,Zambra,PPL,,,,,,,,,false,false,true,false,false
265880,Dianium/Hemeroskopeion,settlement,-550,2100,2518878,Denia,PPL,Q24008519,Dénia,38.82771,0.06777,,,,,true,false,true,true,false
265880,Dianium/Hemeroskopeion,settlement,-550,2100,6355439,,ADM3,Q646725,Dénia,38.840277777778,0.10861111111111,,,,,true,false,true,true,false
265883,Ebusus,settlement,-750,640,2516477,Ibiza,ISL,Q52631,Ibiza,38.98,1.43,,,,,true,false,true,true,false
265884,Ebusus (island),island,-750,2100,2516477,Ibiza,ISL,Q52631,Ibiza,38.98,1.43,,,,,true,false,true,true,false
265893,Epora,settlement,-330,640,2513595,Montoro,PPL,Q24011706,Montoro,38.02409,-4.3834,,,,,true,false,true,true,false
265899,Fortuna,sanctuary,-330,300,2517679,Fortuna,PPLA3,Q23985881,Fortuna,38.17924102,-1.12301552,,,,,true,false,true,true,false
265899,Fortuna,sanctuary,-330,300,6359525,,ADM3,Q1020559,Fortuna,38.178917,-1.1232625,,,,,true,false,true,true,false
265916,Iamo/Iamna,"settlement, settlement-modern",-330,2099,6533939,,ADM3,Q899884,Ciutadella de Menorca,40.001388888889,3.8363888888889,,,,,true,false,true,true,false
265919,Igabrum/Egabrum,settlement,-30,2100,2520645,Cabra,PPLA3,Q23988057,Cabra,37.47101586,-4.44656669,,,,,true,false,true,true,false
265919,Igabrum/Egabrum,settlement,-30,2100,6357208,,ADM3,Q927931,Cabra,37.4718153,-4.4335616,,,,,true,false,true,true,false
265921,Iliberri,settlement,-330,2100,2517117,Granada,PPLA2,Q31916723,Granada city,37.18863,-3.59078,,,,,true,false,true,true,false
265921,Iliberri,settlement,-330,2100,6357709,,ADM3,Q8810,Granada,37.175,-3.6,,,,,true,false,true,true,false
265922,Ilici/Helike,"settlement, archaeological-site",-750,2100,2518559,Elche,PPLA3,Q31916107,Elche City,38.26905,-0.70797,,,,,true,false,true,true,false
265922,Ilici/Helike,"settlement, archaeological-site",-750,2100,6355441,,ADM3,Q10509,Elche,38.266944444444,-0.69833333333333,,,,,true,false,true,true,false
265954,Lucentum,settlement,-330,750,2521978,Alicante,PPLA2,Q3555926,Lucentum,38.36444444,-0.43833333,,,,,true,false,true,true,false
265963,Malaca,settlement,-750,2100,2514256,Málaga,PPLA2,Q116450968,Málaga City,36.72016,-4.42034,,,,,true,false,true,true,false
265964,Malaca (river),"canal, river",-30,2100,2514256,Málaga,PPLA2,Q116450968,Málaga City,36.72016,-4.42034,,,,,true,false,true,true,false
265982,Obulco,settlement,-330,2100,2512408,Porcuna,PPLA3,Q24013240,Porcuna,37.86967238,-4.1843202,,,,,true,false,true,true,false
265982,Obulco,settlement,-330,2100,6358518,,ADM3,Q375851,Porcuna,37.869722222222,-4.1872222222222,,,,,true,false,true,true,false
265983,Ocules,settlement,-30,2100,2510106,Uclés,PPLA3,Q24011478,Uclés,39.97938,-2.86143,,,,,true,false,true,true,false
265983,Ocules,settlement,-30,2100,6357543,,ADM3,Q959012,Uclés,39.981944444444,-2.8622222222222,,,,,true,false,true,true,false
265998,Palma,settlement,-330,640,2512989,Palma,PPLA,,,,,,,,,false,false,true,false,false
265998,Palma,settlement,-330,640,6533961,,ADM3,Q8826,Palma,39.566666666667,2.6497222222222,,,,,true,false,true,true,false
266004,Pollentia,settlement,-330,640,6476284,,HTL,,,,,,,,,false,false,true,false,false
266021,Saguntum/Arse,settlement,-550,640,2511619,Sagunto,PPL,Q31923541,Sagunto (city),39.67995785,-0.27841866,,,,,true,false,true,true,false
266022,Salaria?,settlement,-330,2100,2510116,Úbeda,PPLA3,Q24013224,Úbeda,38.01149823,-3.3711916,,,,,true,false,true,true,false
266022,Salaria?,settlement,-330,2100,6358538,,ADM3,Q329984,Úbeda,38.011666666667,-3.3716666666667,,,,,true,false,true,true,false
266036,Segobriga,settlement,-330,2100,7732708,,ANS,Q24022029,Q24022029,39.8915,-2.8107,,,,,true,false,true,true,false
266038,Sexi/Saxetanum,"settlement, port",-750,2100,2521847,Almuñécar,PPLA3,Q24011416,Almuñécar,36.73441423,-3.69091622,,,,,true,false,true,true,false
266038,Sexi/Saxetanum,"settlement, port",-750,2100,6357653,,ADM3,Q193780,Almuñécar,36.733888888889,-3.6911111111111,,,,,true,false,true,true,false
266048,*Sosontigi,settlement,-30,2100,2522137,Alcaudete,PPLA3,Q23988738,Alcaudete,37.59013356,-4.08750989,,,,,true,false,true,true,false
266048,*Sosontigi,settlement,-30,2100,6358458,,ADM3,Q1613282,Alcaudete,37.5881403,-4.0812937,,,,,true,false,true,true,false
266066,Toletum,settlement,-330,2100,2510407,Toledo,ADM2,Q54929,Toledo Province,39.833333333333,-4.0,,,,,true,false,true,true,false
266066,Toletum,settlement,-330,2100,2510409,Toledo,PPLA,Q31844059,Toledo city,39.8581,-4.02263,,,,,true,false,true,true,false
266066,Toletum,settlement,-330,2100,6361828,,ADM3,Q5836,Toledo,39.866666666667,-4.0333333333333,,,,,true,false,true,true,false
266070,Tucci/Col. Augusta Gemella,settlement,-330,2100,2514073,Martos,PPLA3,Q24013248,Martos,37.72107,-3.97264,,,,,true,false,true,true,false
266070,Tucci/Col. Augusta Gemella,settlement,-330,2100,6358510,,ADM3,Q695425,Martos,37.722777777778,-3.9658333333333,,,,,true,false,true,true,false
266087,Urgao/Vircao,settlement,-330,2100,2521594,Arjona,PPLA3,Q31844073,Arjona,37.93559892,-4.05446885,,,,,true,false,true,true,false
266087,Urgao/Vircao,settlement,-330,2100,6358461,,ADM3,Q1354411,Arjona,37.935,-4.0569444444444,,,,,true,false,true,true,false
266090,Valentia,"settlement, port",-330,1599,2509954,Valencia,PPLA,Q24017120,City of Valencia,39.45612,-0.35457,,,,,true,false,true,true,false
266092,Valeria,settlement,-330,640,2509939,Valeria,PPL,,,,,,,,,false,false,true,false,false
266100902,Pilias/Torre del Rey,"settlement, settlement-modern",640,2100,2512578,Pilas,PPLA3,Q23982756,Pilas,37.30337,-6.30097,,,,,true,false,true,true,false
266100902,Pilias/Torre del Rey,"settlement, settlement-modern",640,2100,6361030,,ADM3,Q1616138,Pilas,37.301666666667,-6.3025,,,,,true,false,true,true,false
270340,Lobeton,"unlocated, settlement-modern",-30,2100,3130679,,PPLA3,Q24015194,Albarracín city,40.40818,-1.44375,,,,,true,false,true,true,false
270340,Lobeton,"unlocated, settlement-modern",-30,2100,6942908,,HTL,,,,,,,,,false,false,true,false,false
272290638,Scarborough Castle,castle,640,2100,6287348,,CSTL,Q1963850,Scarborough Castle,54.2869,-0.388034,,,,,true,false,true,true,false
272860363,Yassı Ada (island),island,300,2100,297608,,ISL,Q34784485,Yassıada,36.992777777778,27.198055555556,,,,,true,false,true,true,false
275382665,Oylum,"settlement, archaeological-site",-5500,2100,303060,,PPL,,,,,,,,,false,false,true,false,false
275577,Abila M.,mountain,-550,2100,2516826,Monte del Hacho,HLL,Q1130287,Monte Hacho,35.8969252,-5.2867421,,,,,true,false,true,true,false
275599,Banasa,"settlement, archaeological-site",-550,300,2556300,Site Archéologique de Banassa,ANS,Q733798,Iulia Valentia Banasa,34.601667,-6.115556,,,,,true,false,true,true,false
275629,Frigidae,"fort-2, station",-30,640,2548744,Frigidae,RUIN,,,,,,,,,false,false,true,false,false
275666,Lixus,"settlement, archaeological-site",-750,640,2543362,Cité Archéologique Lixus,ANS,Q923835,Lixus,35.2,-6.1,,,,,true,false,true,true,false
275696,Sala,settlement,-330,2100,2537763,Salé,PPL,Q466046,Salé,34.05,-6.816667,,,,,true,false,true,true,false
275696,Sala,settlement,-330,2100,2538474,Rabat,ADM2,Q966104,Rabat Prefecture,34.033333,-6.833333,,,,,true,false,true,true,false
275696,Sala,settlement,-330,2100,2538475,Rabat,PPLC,Q3551,Rabat,34.021111111111,-6.8413888888889,,,,,true,false,true,true,false
275703,Septem,"settlement, port",-30,2100,2519582,Ceuta,ADM1,Q5823,Ceuta,35.886667,-5.3,,,,,true,false,true,true,false
275703,Septem,"settlement, port",-30,2100,6362987,,PPLA,Q24019776,Q24019776,35.88933,-5.31979,,,,,true,false,true,true,false
275703,Septem,"settlement, port",-30,2100,7577100,,ADM3,Q24022059,Q24022059,,,,,,,true,false,true,true,false
275703,Septem,"settlement, port",-30,2100,8335119,,ADM2,Q24021833,Q24021833,35.88794,-5.30786,,,,,true,false,true,true,false
275729,Tabernae,fort,-30,640,2532238,Ruines de Tabernae,RUIN,,,,,,,,,false,false,true,false,false
275732,Tamuda,settlement,-330,640,2530513,Ruine Romaine Et Puniques Tamouda,RUIN,Q7681888,Tamuda,35.559253987752,-5.4109285908256,,,,,true,false,true,true,false
275733,Tamuda (river),"river, mouth",-30,2100,2530513,Ruine Romaine Et Puniques Tamouda,RUIN,Q7681888,Tamuda,35.559253987752,-5.4109285908256,,,,,true,false,true,true,false
275740,Volubilis,"settlement, archaeological-site",-330,640,2526544,Volubilis,RUIN,Q391215,Volubilis,34.071111111111,-5.5536111111111,,,,,true,false,true,true,false
281368358,Mausoleum Augusti,"tomb, archaeological-site",-30,2100,6269266,,TMB,Q770847,Mausoleum of Augustus,41.90611,12.47639,,,,,true,false,true,true,false
282704730,Moger,"settlement, settlement-modern",640,2100,2513791,Moguer,PPLA3,Q24013481,Moguer,37.27559,-6.83851,,,,,true,false,true,true,false
282704730,Moger,"settlement, settlement-modern",640,2100,6358226,,ADM3,Q785888,Moguer- Andalucía,37.274722222222,-6.8386111111111,,,,,true,false,true,true,false
283602441,Hattusa,"settlement, archaeological-site",-2000,2100,10309519,Hattuşas,ANS,,,,,,,,,false,false,true,false,false
283602441,Hattusa,"settlement, archaeological-site",-2000,2100,750539,,PPLA2,Q848800,Boğazkale,40.021111111111,34.609722222222,,,,,true,false,true,true,false
